Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-11-30,18:00:00,71734.55,71734.55,71215.19,71256.09,0,0
2017-11-30,19:00:00,71327.92,71578.08,71264.82,71420.83,0,0
2017-11-30,20:00:00,71427.38,71572.28,71321.26,71511.29,0,0
2017-11-30,21:00:00,71514.98,71970.99,71276.38,71970.99,0,0
2017-12-01,14:00:00,71955.27,72015.91,71538.46,71833.25,0,0
2017-12-01,15:00:00,71851.89,72387.79,71851.89,72256.02,0,0
2017-12-01,16:00:00,72191.28,72315.13,71883.45,72073.05,0,0
2017-12-01,17:00:00,72083.83,72467.02,72020.12,72352.52,0,0
2017-12-01,18:00:00,72352.39,72360.86,71487.73,71795.06,0,0
2017-12-01,19:00:00,71839.41,72187.94,71772.63,72187.94,0,0
2017-12-01,20:00:00,72187.88,72297.28,71877.74,71984.05,0,0
2017-12-01,21:00:00,71982.92,72406.93,71880.11,72264.45,0,0
2017-12-04,14:00:00,72266.11,72724.24,72266.11,72567.81,0,0
2017-12-04,15:00:00,72536.66,72982.03,72536.66,72866.31,0,0
2017-12-04,16:00:00,72917.77,73071.67,72732.4,72912.78,0,0
2017-12-04,17:00:00,72911.38,72985.54,72680.39,72700.61,0,0
2017-12-04,18:00:00,72726.16,73579.8,72726.16,73461.76,0,0
2017-12-04,19:00:00,73475.04,73517.09,73217.01,73299.6,0,0
2017-12-04,20:00:00,73325.11,73748.68,73325.11,73365.25,0,0
2017-12-04,21:00:00,73356.51,73490.33,73090.17,73090.17,0,0
2017-12-05,14:00:00,73090.17,73912.08,72914.81,73824.4,0,0
2017-12-05,15:00:00,73898.05,74166.01,73888.23,73899.12,0,0
2017-12-05,16:00:00,73909.11,74080.72,73639.03,73685.81,0,0
2017-12-05,17:00:00,73676.67,73854.3,73480.77,73827.34,0,0
2017-12-05,18:00:00,73834.58,73834.58,73188.82,73188.82,0,0
2017-12-05,19:00:00,73193.66,73454.04,73013.22,73056.6,0,0
2017-12-05,20:00:00,73073.82,73499.24,73063.59,73304.46,0,0
2017-12-05,21:00:00,73301.62,73448.26,72318.6,72546.17,0,0
2017-12-06,14:00:00,72534.52,72721.75,72116.24,72721.75,0,0
2017-12-06,15:00:00,72724,72874.98,72560.52,72704,0,0
2017-12-06,16:00:00,72697.4,72807.85,72226.62,72255.02,0,0
2017-12-06,17:00:00,72208.05,72431.02,71906.41,72406.89,0,0
2017-12-06,18:00:00,72441.09,72558.67,72047.74,72218.27,0,0
2017-12-06,19:00:00,72263.54,72556.29,72166.42,72551.04,0,0
2017-12-06,20:00:00,72548.93,73172.86,72457.77,73114.8,0,0
2017-12-06,21:00:00,73136.68,73418.14,72981.39,73268.35,0,0
2017-12-07,14:00:00,73267.88,73267.88,71389.24,71774.22,0,0
2017-12-07,15:00:00,71762.48,72263.54,71603.74,71867.96,0,0
2017-12-07,16:00:00,71799.18,72210.19,71450.95,72129.47,0,0
2017-12-07,17:00:00,72070.31,72514.83,71941.42,72445.56,0,0
2017-12-07,18:00:00,72441.59,72710.93,72344.47,72572.73,0,0
2017-12-07,19:00:00,72533.46,72803.34,72490.53,72579.95,0,0
